6595;139.383;3239.35;
6903;150.563;3463.75;
6989;153.684;3282.06;
7072;156.697;3415.15;
6812;147.26;3891.34;
6889;150.054;3990.63;
7202;161.416;3318.41;
7381;167.913;3449.6;
7205;161.525;3394.57;
7628;176.878;3238.34;
6811;147.223;3298.41;
7080;156.987;3234;
6946;152.123;3481.89;
6900;150.454;3390.39;
6915;150.998;3327.55;
7246;163.013;3301.34;
6961;152.668;3247.51;
7017;154.701;3355.97;
7299;164.936;3357.72;
6969;152.958;3327.09;
6762;145.445;3405.41;
6551;137.786;3392.31;
6915;150.998;3461.44;
6992;153.793;3322.81;
6888;150.018;3313.09;
6704;143.339;3208.07;
7007;154.338;3397.22;
7129;158.766;3415.58;
7162;159.964;3207.99;
6705;143.376;3306.09;
