8014;190.889;265.291;
8346;202.94;298.895;
8267;200.073;320.132;
8520;209.256;354.154;
9048;228.421;353.88;
9190;233.575;320.578;
8481;207.84;299.56;
8317;201.887;307.709;
8618;212.813;288.77;
8558;210.635;326.646;
8925;223.956;325.814;
8546;210.2;316.149;
8587;211.688;279.695;
8811;219.819;328.02;
8844;221.016;340.446;
8405;205.082;276.421;
8397;204.791;293.375;
8978;225.88;327.467;
9311;237.967;308.909;
8581;211.47;312.15;
8573;211.18;326.071;
8828;220.436;324.815;
8823;220.254;309.16;
8469;207.405;320.644;
8736;217.096;292.12;
8672;214.773;323.505;
9137;231.652;291.337;
8308;201.561;339.978;
8529;209.583;343.797;
8195;197.459;281.815;
