50;28.2051;9.79193;
39;0;7.98441;
42;7.69231;7.31414;
42;7.69231;4.74044;
42;7.69231;5.26386;
40;2.5641;6.45282;
39;0;7.79454;
39;0;5.09531;
39;0;4.76057;
42;7.69231;6.22229;
40;2.5641;8.15691;
39;0;4.70609;
39;0;4.93978;
41;5.12821;7.37533;
44;12.8205;7.73257;
44;12.8205;6.06795;
53;35.8974;4.8632;
39;0;4.68162;
39;0;4.89439;
39;0;7.17164;
39;0;7.75783;
39;0;7.73059;
39;0;7.72546;
39;0;7.74125;
44;12.8205;7.76257;
39;0;7.74125;
39;0;7.74165;
40;2.5641;7.74402;
39;0;7.83836;
44;12.8205;7.94494;
