9505;245.009;239.839;
8930;224.138;235.372;
9480;244.102;232.87;
9408;241.488;223.505;
9126;231.252;241.382;
9292;237.278;261.389;
9231;235.064;234.198;
8155;196.007;209.844;
9095;230.127;214.474;
8812;219.855;172.991;
9297;237.459;185.082;
8832;220.581;200.191;
9022;227.477;173.723;
9076;229.437;209.179;
9540;246.279;210.777;
9125;231.216;224.542;
9366;239.964;180.329;
9104;230.454;205.612;
8844;221.016;206.477;
9685;251.543;226.923;
9091;229.982;237.756;
8879;222.287;192.275;
9458;243.303;201.035;
8799;219.383;214.959;
8619;212.849;193.87;
9044;228.276;218.964;
8828;220.436;214.366;
8925;223.956;213.865;
9074;229.365;209.019;
9101;230.345;181.309;
