14791;113.065;81.7231;
13086;88.5048;82.4277;
14230;104.984;84.8297;
14018;101.93;87.476;
14266;105.503;82.4443;
15738;126.707;83.1817;
14407;107.534;83.1177;
15403;121.881;84.643;
14592;110.199;83.0297;
15594;124.633;83.7457;
14658;111.15;88.1585;
15389;121.68;90.0174;
14645;110.962;86.593;
14261;105.431;81.7278;
14046;102.334;101.591;
14501;108.888;116.715;
14016;101.901;96.6656;
14696;111.697;81.6394;
14947;115.313;84.986;
14797;113.152;93.7496;
15008;116.191;109.296;
14101;103.126;101.276;
13678;97.0326;93.2992;
14768;112.734;94.3058;
15104;117.574;89.6759;
15194;118.871;84.2388;
13531;94.915;91.0184;
15558;124.114;83.4828;
14032;102.132;100.709;
13791;98.6603;84.7681;
