8777;26.4333;11952.7;
8319;19.8358;12000.6;
8800;26.7646;12068.1;
9019;29.9193;11962.2;
8993;29.5448;12555.8;
8544;23.0769;13081.4;
8234;18.6114;13072;
8594;23.7972;13653.2;
8637;24.4166;13776.1;
8460;21.8669;13742.9;
8429;21.4203;13839.3;
9041;30.2362;13725.2;
8316;19.7926;13702.4;
8529;22.8608;13648.4;
8478;22.1262;13453.2;
8749;26.03;13365.3;
8396;20.945;13424.9;
8492;22.3279;12900.3;
8722;25.641;12643.4;
8568;23.4226;12164.3;
8301;19.5765;12015.6;
8704;25.3817;12061.1;
8123;17.0124;11735.4;
9119;31.3598;11830;
9915;42.8263;12173.6;
8749;26.03;11903.5;
8493;22.3423;11997.7;
8656;24.6903;12353.9;
8451;21.7373;12044.5;
8483;22.1982;12387;
