3254;66.8718;854.444;
3022;54.9744;910.943;
3319;70.2051;899.611;
3230;65.641;869.547;
3329;70.7179;803.172;
3446;76.7179;792.614;
3271;67.7436;867.215;
3497;79.3333;814.624;
3418;75.2821;850.717;
3149;61.4872;774.504;
3192;63.6923;827.967;
3194;63.7949;864.489;
3340;71.2821;867.649;
3111;59.5385;774.18;
3387;73.6923;792.71;
3172;62.6667;813.775;
3377;73.1795;847.01;
3214;64.8205;737.631;
3255;66.9231;820.861;
3269;67.641;847.267;
3190;63.5897;892.297;
3299;69.1795;802.633;
3205;64.359;847.24;
3246;66.4615;839.522;
3206;64.4103;813.666;
3209;64.5641;812.393;
3264;67.3846;808.958;
3526;80.8205;878.64;
3237;66;958.836;
3099;58.9231;804.109;
