3668;88.1026;50.0933;
3831;96.4615;46.6674;
3727;91.1282;68.3406;
3852;97.5385;51.0699;
3680;88.7179;57.4608;
4051;107.744;57.7663;
3709;90.2051;51.8965;
3876;98.7692;46.7759;
3997;104.974;37.3413;
3806;95.1795;38.0198;
3686;89.0256;40.4333;
3834;96.6154;60.1028;
3827;96.2564;48.5262;
3698;89.641;57.447;
3804;95.0769;57.9676;
3664;87.8974;49.2308;
3547;81.8974;58.6426;
3683;88.8718;57.6499;
3619;85.5897;60.7794;
3507;79.8462;58.482;
3446;76.7179;57.7284;
3840;96.9231;55.2036;
3733;91.4359;71.0312;
3769;93.2821;58.4235;
3892;99.5897;58.0375;
3894;99.6923;68.8885;
3528;80.9231;68.0051;
3655;87.4359;65.0279;
3930;101.538;53.7218;
3581;83.641;45.7078;
