2184;4.7482;5.62584;
2501;19.952;5.69452;
2218;6.3789;7.01848;
2154;3.30935;5.83979;
2153;3.26139;5.75452;
2166;3.88489;5.67637;
2215;6.23501;7.37138;
2224;6.66667;7.41283;
2166;3.88489;5.83387;
2095;0.479616;5.92545;
2177;4.41247;5.82163;
2090;0.239808;5.86624;
2166;3.88489;5.66294;
2156;3.40528;6.00795;
2120;1.67866;5.75689;
2163;3.74101;5.71742;
2088;0.143885;5.75847;
2153;3.26139;5.61084;
2153;3.26139;5.68071;
2227;6.81055;5.8686;
2181;4.60432;5.59702;
2434;16.7386;5.83781;
2154;3.30935;5.87058;
2210;5.9952;5.85321;
2151;3.16547;5.69492;
2210;5.9952;5.76834;
2085;0;5.74466;
2447;17.3621;5.8236;
2154;3.30935;5.76597;
2243;7.57794;5.66571;
