7847;55.5093;33.8719;
6531;29.4293;33.4199;
7401;46.6706;41.7844;
6437;27.5664;34.0614;
6081;20.5113;34.0558;
6131;21.5022;36.9568;
7247;43.6187;34.0179;
7453;47.7011;39.0248;
7646;51.526;35.2274;
7192;42.5287;33.9717;
6966;38.0499;34.3878;
7912;56.7975;34.0092;
6415;27.1304;34.1766;
6860;35.9493;37.5568;
6664;32.065;33.9421;
6894;36.6231;34.151;
8154;61.5933;42.4677;
6700;32.7784;34.1399;
7390;46.4526;34.2181;
7538;49.3857;35.3754;
7312;44.9069;34.0566;
7126;41.2208;35.739;
7126;41.2208;33.924;
7371;46.0761;33.819;
6907;36.8807;35.4485;
7155;41.7955;34.151;
6356;25.9612;34.8658;
6003;18.9655;34.3049;
7205;42.7864;34.4052;
7139;41.4784;39.7397;
