2215;6.23501;8.79679;
2120;1.67866;8.89824;
2123;1.82254;8.94995;
2293;9.97602;8.83113;
2123;1.82254;9.10232;
2088;0.143885;11.485;
2166;3.88489;9.08297;
2095;0.479616;8.72652;
2098;0.623501;8.87692;
2273;9.01679;8.89863;
2228;6.85851;9.15166;
2177;4.41247;10.8439;
2365;13.4293;10.0639;
2257;8.2494;7.64494;
2163;3.74101;8.28599;
2085;0;7.71441;
2153;3.26139;8.14191;
2257;8.2494;7.10809;
2090;0.239808;5.70716;
2103;0.863309;6.1619;
2153;3.26139;5.75847;
2219;6.42686;6.18242;
2226;6.76259;6.18479;
2156;3.40528;6.34782;
2085;0;6.38374;
2157;3.45324;5.91874;
2184;4.7482;5.92308;
2189;4.98801;7.15901;
2482;19.0408;7.94375;
2123;1.82254;8.23784;
