6130;21.4824;359.396;
6440;27.6258;359.603;
6394;26.7142;365.164;
6181;22.4931;359.527;
6375;26.3377;360.647;
6027;19.4411;360.477;
6404;26.9124;359.626;
6106;21.0067;355.372;
5723;13.4166;359.004;
5678;12.5248;360.079;
5328;5.58859;357.838;
6103;20.9473;354.49;
6085;20.5906;347.435;
6335;25.545;350.398;
6518;29.1716;363.531;
6382;26.4764;403.781;
6340;25.6441;391.803;
6009;19.0844;326.98;
6306;24.9703;305.967;
5922;17.3603;376.294;
6055;19.996;344.094;
6480;28.4185;312.235;
5966;18.2323;300.057;
5713;13.2184;306.927;
6339;25.6243;316.236;
6151;21.8985;311.12;
5991;18.7277;348.044;
5919;17.3008;326.528;
5641;11.7915;305.504;
6171;22.2949;329.413;
